video,type,type_idx,start,end,startFrame,endFrame
55user4_rp_5,6,6,6241,6647,6241,6647
55user5_rp_5,5,5,92,283,92,283
55user5_rp_5,5,5,732,931,732,931
55user5_rp_5,5,5,1343,1553,1343,1553
55user5_rp_5,5,5,1937,2131,1937,2131
55user5_rp_5,5,5,2584,2774,2584,2774
55user5_rp_5,6,6,3136,3419,3136,3419
55user5_rp_5,6,6,3773,4046,3773,4046
55user5_rp_5,6,6,4449,4749,4449,4749
55user5_rp_5,6,6,5099,5353,5099,5353
55user5_rp_5,6,6,5684,6000,5684,6000
55user1_sd_5,7,7,469,646,469,646
55user1_sd_5,7,7,1054,1235,1054,1235
55user1_sd_5,7,7,1664,1821,1664,1821
55user1_sd_5,7,7,2246,2403,2246,2403
55user1_sd_5,7,7,2764,2859,2764,2859
55user1_sd_5,8,8,3242,3456,3242,3456
55user1_sd_5,8,8,3914,4142,3914,4142
55user1_sd_5,8,8,4606,4782,4606,4782
55user1_sd_5,8,8,5273,5475,5273,5475
55user1_sd_5,8,8,5952,6181,5952,6181
55user2_sd_5,7,7,466,616,466,616
55user2_sd_5,7,7,856,1045,856,1045
55user2_sd_5,7,7,1508,1738,1508,1738
55user2_sd_5,7,7,2144,2354,2144,2354
55user2_sd_5,7,7,2739,2918,2739,2918
55user2_sd_5,8,8,3357,3595,3357,3595
55user2_sd_5,8,8,4030,4271,4030,4271
55user2_sd_5,8,8,4716,4959,4716,4959
55user2_sd_5,8,8,5364,5611,5364,5611
55user2_sd_5,8,8,6025,6250,6025,6250
55user3_sd_5,7,7,350,491,350,491
55user3_sd_5,7,7,828,985,828,985
55user3_sd_5,7,7,1359,1517,1359,1517
55user3_sd_5,7,7,1878,2015,1878,2015
55user3_sd_5,7,7,2344,2478,2344,2478
55user3_sd_5,8,8,2891,3030,2891,3030
55user3_sd_5,8,8,3429,3563,3429,3563
55user3_sd_5,8,8,3924,4062,3924,4062
55user3_sd_5,8,8,4414,4560,4414,4560
55user3_sd_5,8,8,4944,5088,4944,5088
55user4_sd_5,7,7,443,610,443,610
55user4_sd_5,7,7,1023,1209,1023,1209
55user4_sd_5,7,7,1620,1802,1620,1802
55user4_sd_5,7,7,2022,2222,2022,2222
55user4_sd_5,7,7,2612,2805,2612,2805
55user4_sd_5,8,8,3281,3487,3281,3487
55user4_sd_5,8,8,3872,4090,3872,4090
55user4_sd_5,8,8,4453,4659,4453,4659
55user4_sd_5,8,8,5090,5315,5090,5315
55user4_sd_5,8,8,5708,5919,5708,5919
55user5_sd_5,7,7,479,616,479,616
55user5_sd_5,7,7,998,1142,998,1142
55user5_sd_5,7,7,1365,1519,1365,1519
55user5_sd_5,7,7,1905,2060,1905,2060
55user5_sd_5,7,7,2493,2647,2493,2647
55user5_sd_5,8,8,3018,3241,3018,3241
55user5_sd_5,8,8,3704,3896,3704,3896
55user5_sd_5,8,8,4293,4495,4293,4495
55user5_sd_5,8,8,4840,5064,4840,5064
55user5_sd_5,8,8,5424,5645,5424,5645
55user1_wd_5,9,9,282,428,282,428
55user1_wd_5,9,9,819,1001,819,1001
55user1_wd_5,9,9,1355,1527,1355,1527
55user1_wd_5,9,9,1887,2054,1887,2054
55user1_wd_5,9,9,2428,2585,2428,2585
55user1_wd_5,10,10,2964,3274,2964,3274
55user1_wd_5,10,10,3613,3932,3613,3932
55user1_wd_5,10,10,4265,4612,4265,4612
55user1_wd_5,10,10,5009,5381,5009,5381
55user1_wd_5,10,10,5558,5873,5558,5873
55user2_wd_5,9,9,413,573,413,573
55user2_wd_5,9,9,916,1080,916,1080
55user2_wd_5,9,9,1456,1640,1456,1640
55user2_wd_5,9,9,2043,2219,2043,2219
55user2_wd_5,9,9,2587,2773,2587,2773
55user2_wd_5,10,10,3149,3406,3149,3406
55user2_wd_5,10,10,3656,3859,3656,3859
55user2_wd_5,10,10,4213,4479,4213,4479
55user2_wd_5,10,10,4810,5083,4810,5083
55user2_wd_5,10,10,5452,5740,5452,5740
55user3_wd_5,9,9,717,900,717,900
55user3_wd_5,9,9,1403,1577,1403,1577
55user3_wd_5,9,9,2057,2249,2057,2249
55user3_wd_5,9,9,2738,2920,2738,2920
55user3_wd_5,9,9,3420,3603,3420,3603
55user3_wd_5,10,10,4011,4238,4011,4238
55user3_wd_5,10,10,4692,4935,4692,4935
55user3_wd_5,10,10,5503,5745,5503,5745
55user3_wd_5,10,10,6363,6600,6363,6600
55user3_wd_5,10,10,7223,7480,7223,7480
55user4_wd_5,9,9,418,624,418,624
55user4_wd_5,9,9,984,1220,984,1220
55user4_wd_5,9,9,1447,1646,1447,1646
55user4_wd_5,9,9,2020,2232,2020,2232
55user4_wd_5,9,9,2628,2844,2628,2844
55user4_wd_5,10,10,3309,3628,3309,3628
55user4_wd_5,10,10,4008,4324,4008,4324
55user4_wd_5,10,10,4717,5047,4717,5047
55user4_wd_5,10,10,5509,5832,5509,5832
55user4_wd_5,10,10,6331,6640,6331,6640
55user5_wd_5,9,9,531,720,531,720
55user5_wd_5,9,9,1118,1307,1118,1307
55user5_wd_5,9,9,1717,1897,1717,1897
55user5_wd_5,9,9,2169,2302,2169,2302
55user5_wd_5,9,9,2695,2870,2695,2870
55user5_wd_5,10,10,3229,3457,3229,3457
55user5_wd_5,10,10,3846,4084,3846,4084
55user5_wd_5,10,10,4432,4675,4432,4675
55user5_wd_5,10,10,5088,5353,5088,5353
55user5_wd_5,10,10,5733,6028,5733,6028
